c12e,1702846922015283,5.2576156,2.2777288,0.69530165,22,0
c12e,1702846922273903,5.255816,2.280339,0.705465,22,6
c12e,1702846923274246,5.2454963,2.2705514,0.71168411,20,16
c12e,1702846936078411,5.2579165,2.2628095,0.72100395,22,26
c12e,1702846937075612,5.2476692,2.2574811,0.72989577,20,36
c12e,1702846938075076,5.2603579,2.261724,0.72419053,24,46
c12e,1702846939074857,5.2721448,2.2599885,0.72935396,23,56
c12e,1702846940088943,5.2683668,2.2605226,0.7270869,22,66
c12e,1702846941075572,5.2527552,2.2693224,0.72336382,21,76
c12e,1702846942075631,5.2442307,2.2670624,0.73018008,20,86
c12e,1702846943075164,5.2442913,2.2760212,0.73332059,22,96
c12e,1702846944075325,5.2457056,2.2758055,0.72889549,22,106
c12e,1702846945074834,5.2394543,2.2739825,0.72215968,21,116
c12e,1702846946074773,5.2395816,2.2723422,0.71796888,22,126
c12e,1702846947076465,5.2549195,2.2755482,0.71093577,24,136
c12e,1702846948076510,5.2482491,2.2709346,0.73475355,23,146
c12e,1702846949074854,5.2717948,2.26697,0.73414928,24,156
c12e,1702846950075357,5.2580366,2.266809,0.73854727,20,166
c12e,1702846951074948,5.2670655,2.2604933,0.72898859,23,176
c12e,1702846952074873,5.2593555,2.2730808,0.72931033,22,186
c12e,1702846953075234,5.2628613,2.2719986,0.72462606,23,196
c12e,1702846954077395,5.2629576,2.2764096,0.71658605,23,206
c12e,1702846955075651,5.2646585,2.280021,0.71321958,23,216
c12e,1702846956076221,5.2535892,2.2817154,0.71096772,21,226
c12e,1702846957074932,5.2638841,2.2870493,0.7147547,24,236
c12e,1702846958075114,5.25844,2.2803164,0.7291947,21,246
c12e,1702846959078627,5.2712278,2.2748187,0.73884761,23,256
c12e,1702846960074913,5.2476625,2.2729437,0.72923225,20,266
c12e,1702846961074968,5.2384038,2.263588,0.72108209,21,276
c12e,1702846962075391,5.2415814,2.266922,0.722538,22,286
c12e,1702846963075629,5.235981,2.2695398,0.72527283,21,296
c12e,1702846964074968,5.22412,2.2668209,0.72376508,20,306
c12e,1702846965074966,5.2501688,2.26653,0.73046833,24,316
c12e,1702846966075218,5.2536397,2.2699594,0.73474824,22,326
c12e,1702846967075053,5.2552752,2.2757695,0.73002934,23,336
c12e,1702846968076607,5.2391806,2.2706943,0.73471195,19,346
c12e,1702846969075411,5.2226539,2.2648981,0.7295621,19,356
c12e,1702846970075454,5.2288251,2.2648423,0.72214717,22,366
c12e,1702846971075734,5.2235885,2.2647448,0.72048813,21,376
c12e,1702846972076273,5.2367783,2.273303,0.72537756,23,386
c12e,1702846973075653,5.2369132,2.2863827,0.72608757,22,396
c12e,1702846974075712,5.2477913,2.2778656,0.72425359,23,406
c12e,1702846975075442,5.2435207,2.2774658,0.72120237,21,416
c12e,1702846976075606,5.256144,2.2730927,0.73629087,23,426
c12e,1702846977075555,5.2551985,2.2753463,0.73592943,22,436
c12e,1702846978075978,5.2563519,2.2774081,0.725035,23,446
c12e,1702846979075744,5.2460575,2.280643,0.71927863,21,456
c12e,1702846980075641,5.2433023,2.280813,0.71272761,22,466
c12e,1702846981076980,5.2496195,2.2738497,0.72810537,22,476
c12e,1702846982075985,5.2484918,2.2705042,0.72385126,22,486
c12e,1702846983076681,5.2454062,2.2727885,0.71978831,22,496
c12e,1702846984076711,5.2426643,2.277648,0.71546227,22,506
c12e,1702846985075870,5.2448115,2.2703733,0.72034216,21,516
c12e,1702846986075904,5.2448874,2.2757976,0.71534729,22,526
c12e,1702846987076052,5.2514153,2.2721279,0.71779931,22,536
c12e,1702846988075963,5.263103,2.271677,0.72442138,23,546
c12e,1702846989075886,5.2559161,2.2749984,0.72896034,21,556
c12e,1702846990076849,5.24766,2.2744365,0.71941656,22,566
c12e,1702846991076011,5.2375875,2.2747736,0.72069025,21,576
c12e,1702846992075968,5.230341,2.2781308,0.71362883,21,586
c12e,1702846993076535,5.2373056,2.2745783,0.71812129,22,596
c12e,1702846994076237,5.2358232,2.2730229,0.71352446,22,606
c12e,1702846995076901,5.2221951,2.2744756,0.70391804,21,616
c12e,1702846996076121,5.2349663,2.2809472,0.70292675,23,626
c12e,1702846997076601,5.2374597,2.2731342,0.71604663,21,636
c12e,1702846998076124,5.2542505,2.2713146,0.718941,23,646
c12e,1702846999076707,5.2664104,2.2755527,0.72561765,23,656
c12e,1702847000077352,5.2750554,2.2892635,0.71903193,24,666
c12e,1702847001076740,5.275774,2.2862551,0.71137571,23,676
c12e,1702847002079610,5.2615786,2.2903061,0.71579039,21,686
c12e,1702847003076270,5.2543788,2.2771995,0.725995,21,696
c12e,1702847004076219,5.257709,2.2902064,0.7178762,24,706
c12e,1702847005076344,5.2364936,2.2895308,0.71718639,20,716
c12e,1702847006076650,5.246151,2.280961,0.72546512,22,726
c12e,1702847007076239,5.2454953,2.278914,0.72891384,21,736
c12e,1702847008076358,5.2544818,2.2806795,0.72636557,23,746
c12e,1702847009076340,5.2701726,2.2891264,0.725673,24,756
c12e,1702847010076336,5.2669663,2.2849519,0.72179157,22,766
c12e,1702847011076370,5.2698627,2.2879157,0.71692562,23,776
